Headlines,Sentiment,Label,,,
Falling Consumer Spending Leads eBay to Lower 2022 Targets,Negative,3,,,
$140 oil is 'the level to watch as a recession indicator': DataTrek,Negative,3,,,
Thermo Fisher Scientific (TMO) Stock Sinks As Market Gains: What You Should Know,Negative,3,,,
Why Intuitive Surgical Stock Dropped 20.7% in April,Negative,3,,,
"Nike Posts Flat Sales, Jump in Inventories",Negative,3,,,
"China lockdowns raise earnings risk for chip firms, automakers, industrials",Negative,3,,,
The Bank of New York Mellon Corporation (BK) Matches Q1 Earnings Estimates,Negative,3,,,
Why Dollar General Stock Dropped 13.3% This Week,Negative,3,,,
Live Nation (LYV) May Report Negative Earnings: Know the Trend Ahead of Next Week's Release,Negative,3,,,
Analyst Cuts Price Target For SVB. Its the Weak IPO Market.,Negative,3,,,
What Awaits Public Service Enterprise (PEG) in Q4 Earnings?,Negative,3,,,
Why Is Visa (V) Down 4.8% Since Last Earnings Report?,Negative,3,,,
"Wakefield Asset Management LLLP Buys ProShares Short S&P500, Regeneron Pharmaceuticals Inc, ...",Negative,3,,,
"Macerich's (MAC) Q1 FFO Beats, Revenues Lag, Stock Down",Negative,3,,,
Biden administration approves South Fork wind farm off Rhode Island,Negative,3,,,
"Banks rally after stress test, Bank of America underperforms",Negative,3,,,
Return Trends At WEC Energy Group (NYSE:WEC) Aren't Appealing,Negative,3,,,
Rising costs and global tensions involving Russia directly impacting Wabtec's earnings,Negative,3,,,
"Raytheon's HQ move 'lowers the profile' of Mass. economy, professor says",Negative,3,,,
Texas attorney general opens investigation into Walmart's opioid sales,Negative,3,,,
Highwoods (HIW) Stock Down 1.5% Despite Q1 FFO & Revenue Beat,Negative,3,,,
Regency Centers Reports First Quarter 2021 Results,Negative,3,,,
"Elliott dissolves stake in Duke Energy, discloses stake in Suncor",Negative,3,,,
PERRIGO COMPLETES THE ACQUISITION OF HRA PHARMA,Negative,3,,,
O'Reilly Automotive (ORLY) Misses Q1 Earnings Estimates,Negative,3,,,
Dow Jones Futures Fall: 'Super Bad' Elon Musk Warning Hits Tesla; Market Rally Awaits Jobs Report,Negative,3,,,
PPG Industries (PPG) Sells Eberle Design to Vance Street Capital,Negative,3,,,
"Etsy, Cognizant, and EBay Were Thursdays Biggest Losers. Heres How They Look Today.",Negative,3,,,
TSX slides to 15-month low as resource shares tumble,Negative,3,,,
UPDATE 2-Walgreens abandons plan to sell UK-based Boots business,Negative,3,,,
Polestars Lukewarm Debut Sends Troubling Signal for EV Makers,Negative,3,,,
Ukraine-Russia crisis: America's fast-food giants are at risk,Negative,3,,,
Why Is Synchrony (SYF) Down 13% Since Last Earnings Report?,Negative,3,,,
"Nvidia Tumbles After Lockdowns, Ukraine War Hurt Forecast",Negative,3,,,
"Further weakness as Expedia Group (NASDAQ:EXPE) drops 20% this week, taking one-year losses to 37%",Negative,3,,,
NOV Stock Down 8% After Posting Loss Wider Than Estimates in Q1,Negative,3,,,
AMD Victim of a Bad Blow at a Very Bad Time,Negative,3,,,
Cryptos Liquidity Troubles Are Spreading Across Platforms,Negative,3,,,
Cohen & Steers' (CNS) April AUM Down on Unfavorable Markets,Negative,3,,,
Dow Jones Futures: What To Do After Four Market Days That Changed Everything,Negative,3,,,
S&P 500 Slips as Wild Trading Continues After U.S. Ban on Russia Oil,Negative,3,,,
Bearish Bets: 3 Big-Name Stocks You Should Think About Shorting This Week,Negative,3,,,
Dow Futures Tick Lower After Positive Session,Negative,3,,,
Dow Inc. (DOW) Stock Sinks As Market Gains: What You Should Know,Negative,3,,,
"Duke Realty (DRE) Q1 FFO In Line With Estimates, Revenues Fall",Negative,3,,,
"Fed Meeting Starts, RBA Hikes, JOLTS, AMD Earnings - What's Moving Markets",Negative,3,,,
Did Exelon Corporation (NASDAQ:EXC) Use Debt To Deliver Its ROE Of 7.6%?,Negative,3,,,
Capital Allocation Trends At American Water Works Company (NYSE:AWK) Aren't Ideal,Negative,3,,,
Cruise stocks dive as recession fears circulate in the stock market,Negative,3,,,
10 Stocks to Sell Now According to Michael Zimmermans Prentice Capital Management,Negative,3,,,
Micron Stock Is Slumping After a Downgrade. Why the Analyst Fears the Consumer.,Negative,3,,,
3 Stocks to Sell Before the Next Market Crash,Negative,3,,,
"Oil: Tapping strategic petroleum reserves an absolute sign of desperation, analyst says",Negative,3,,,
Gold miner Newmont posts fall in first-quarter profit,Negative,3,,,
"Down 14.5% in 4 Weeks, Here's Why Expeditors International (EXPD) Looks Ripe for a Turnaround",Negative,3,,,
Housing market: Pending home sales fall for fourth straight month,Negative,3,,,
CVS Health (CVS) Down 0.5% Since Last Earnings Report: Can It Rebound?,Negative,3,,,
"Allstate Profit Weakens as Accidents, Claim Costs Increase",Negative,3,,,
Investors in Unum Group (NYSE:UNM) have unfortunately lost 36% over the last five years,Negative,3,,,
Rimmel parent Coty's revenue disappoints on COVID hit,Negative,3,,,
How sports betting companies are weathering the economic storm,Negative,3,,,
PayPal Stock Keeps Falling; Why This Bear Call Spread Could Bag A $185 Profit,Negative,3,,,
News Corp. (NWSA) Misses Q3 Earnings Estimates,Negative,3,,,
Return Trends At AES (NYSE:AES) Aren't Appealing,Negative,3,,,
Lennar says home buying under pressure from high interest rates,Negative,3,,,
Groups urge U.S. to probe 'loot box' on Electronic Arts video game,Negative,3,,,
Las Vegas Sands (LVS) Stock Sinks As Market Gains: What You Should Know,Negative,3,,,
7 Stocks to Sell Before the Fed Gets Too Aggressive in 2022,Negative,3,,,
Nielsen Reports 1st Quarter 2022 Results,Negative,3,,,
Union Pacific to miss margin forecast as costs mount,Negative,3,,,
McCormick (MKC) Misses Q2 Earnings and Revenue Estimates,Negative,3,,,
FMC Technologies (FTI) May Report Negative Earnings: Know the Trend Ahead of Next Week's Release,Negative,3,,,
More Subprime Borrowers Are Missing Loan Payments,Negative,3,,,
Target's Inventory Is a Big Problem. Here's What Investors Need to Know.,Negative,3,,,
"US STOCKS-Wall St gains with tech, energy; Target's margin warning a negative",Negative,3,,,
NetApp Slides After BofA Downgrade,Negative,3,,,
"Cloudflare, Akamai resist calls to stop protecting Russia from protest cyber attacks",Negative,3,,,
Hedge Funds are Selling These 10 Cathie Wood Stocks,Negative,3,,,
I'm Not Hungry for Shares of Conagra Brands,Negative,3,,,
Investors Could Be Concerned With Hasbro's (NASDAQ:HAS) Returns On Capital,Negative,3,,,
Realty Income Corp. (O) Stock Moves -1.24%: What You Should Know,Negative,3,,,
Titans Talking Crises at Milken Conference Hit Afresh With Flash Crash News,Negative,3,,,
Supply chain presents fresh challenge for NOV amid lower-than-expected earnings,Negative,3,,,
Why Is Franklin Resources (BEN) Down 0.9% Since Last Earnings Report?,Negative,3,,,
The Man Who Broke Capitalism  did Jack Welch destroy corporate America?,Negative,3,,,
Here's Why Investors Should Hold on to CSX Stock for Now,Negative,3,,,
"Midday Movers: Kellogg, Tesla, Spirit Airlines and More",Negative,3,,,
Can Mixed Fundamentals Have A Negative Impact on Alliance Pharma plc (LON:APH) Current Share Price Momentum?,Negative,3,,,
Stock Market Falls As New Inflation Data Remains Heated; Nasdaq Set For A Bad Distinction,Negative,3,,,
Earnings Preview: Gartner (IT) Q1 Earnings Expected to Decline,Negative,3,,,
NetEase shares fall after nationalist backlash in China over Winnie the Pooh post,Negative,3,,,
Ciscos Sales Warning Sinks Networking Stocks Juniper and Broadcom,Negative,3,,,
"3 Boring Chip Stocks Could Buck a Slowing Economy, Says Morgan Stanley",Negative,3,,,
The J.M. Smucker (SJM) Troubled by High Costs: Pricing Aids,Negative,3,,,
"The chip boom likely over, as Micron says its in a downturn",Negative,3,,,
3 Reasons to Make Friends with PayPal in the Bear Market,Negative,3,,,
Is Flight Centre Travel Group (ASX:FLT) A Risky Investment?,Negative,3,,,
FedEx to report fourth-quarter earnings on Thursday afternoon,Negative,3,,,
Norfolk Southern Declares Quarterly Dividend,Negative,3,,,
"Student loans: Biden administration to erase student debt for over 40,000 borrowers",Negative,3,,,
"Truist Financial's first-quarter profit remains relatively flat, revenue dips by 3%",Negative,3,,,
Analysts Estimate Mohawk Industries (MHK) to Report a Decline in Earnings: What to Look Out for,Negative,3,,,
Why Is Northern Trust Corporation (NTRS) Down 0.2% Since Last Earnings Report?,Negative,3,,,
Can Loews Corporation (NYSE:L) Performance Keep Up Given Its Mixed Bag Of Fundamentals?,Negative,3,,,
"Citigroup sees 50% chance of recession amid inflation, Fed hikes, and consumer spending slowdown",Negative,3,,,
"Hilton Is Upbeat About Travel, but Earnings Forecast Disappoints",Negative,3,,,
Vale's (VALE) Q1 Iron Ore Production Declines 6% Y/Y,Negative,3,,,
"Wolff Wiese Magana Llc Buys ISHARES TRUST, Portillos Inc, Upstart Holdings Inc, Sells SPDR Gold ...",Negative,3,,,
Cadence (CDNS) Down 5% Since Last Earnings Report: Can It Rebound?,Negative,3,,,
Colgate-Palmolive (CL) Stock Sinks As Market Gains: What You Should Know,Negative,3,,,
"Ukraine Latest: Russia Now Controls Sievierodonetsk, Mayor Says",Negative,3,,,
These 10 stocks in the S&P 500 lost $4.2 trillion of investors money during the first half of 2022,Negative,3,,,
High Gas Prices Force UK Fertilizer Plant to Shut for Good,Negative,3,,,
News Corp Suspects China Behind Its Hack,Negative,3,,,
The past five years for Unum Group (NYSE:UNM) investors has not been profitable,Negative,3,,,
Under Armour Got Pounded. What to Do With the Stock Now.,Negative,3,,,
Why Is Carrier Global (CARR) Down 7.1% Since Last Earnings Report?,Negative,3,,,
Owner of Private-Equity Firm Backed by Coors and Other Wealthy Families Is Accused of Misusing Funds,Negative,3,,,
"Midterm elections, employer abortion benefits: What to watch in D.C. this week",Negative,3,,,
Homebuilder Stocks Stare Down Rising Rates After Blazing Run,Negative,3,,,
Duke Energy solar plans hampered by federal tariff investigation of Asian imports,Negative,3,,,
"LaFleur & Godfrey LLC Buys Medtronic PLC, Goldman Sachs Group Inc, Alcon Inc, Sells Zillow ...",Negative,3,,,
Freeport-McMoRan United Way Campaign Tops $10 Million,Negative,3,,,
Earnings Preview: Pinnacle West (PNW) Q1 Earnings Expected to Decline,Negative,3,,,
5 Stocks To Avoid Like The Plague When The Recession Starts,Negative,3,,,
This Stock Has Delivered a Gain of 113% Over 3 Years -- Is It Still a Buy?,Negative,3,,,
"US Oil in Red for Second Week, First Since April on Recession Fears",Negative,3,,,
"Mosaic Shares Slip Post Q1 Results, Misses Revenue Estimate",Negative,3,,,
West Pharmaceutical Services Shares Slides Post Q1 Results,Negative,3,,,
RBAs Hawkish Message Helps Send Australian Bond Yields Soaring,Negative,3,,,
Ross Stores stock sinks by more than 20% after disappointing earnings,Negative,3,,,
Electronic Arts and Fifa end video games partnership after 30 years,Negative,3,,,
Intuit's stock dives after agreement with NY AG to pay $141 million for 'deceiving' Americans to pay for free service,Negative,3,,,
"Even Though It's Down 15%, I'm Not Selling Toronto-Dominion Bank",Negative,3,,,
China's semiconductor ambitions take a hit after Huawei's HiSilicon drops out of global top 25 chip vendor rankings,Negative,3,,,
Howmet (HWM) to Report Q4 Earnings: What's in the Offing?,Negative,3,,,
"Down 70%, PayPal Is Now a Value Stock",Negative,3,,,
CSX to Report Q1 Earnings: Will Cost Woes Hurt Results?,Negative,3,,,
Advance Auto Parts (AAP) Down 8.2% Since Last Earnings Report: Can It Rebound?,Negative,3,,,
Earnings Preview: DuPont de Nemours (DD) Q1 Earnings Expected to Decline,Negative,3,,,
"Cisco Is Falling Hard After Hours, but This Nasdaq Tech Stock Is Actually Up",Negative,3,,,
Starbuckss head of North America to leave coffee chain,Negative,3,,,
NiSource (NI) Q1 Earnings Miss Estimates,Negative,3,,,
Aviation Chaos Over 5G Wireless Rollout Exposes Feuds Brewing for Years,Negative,3,,,
Loews Corporation Reports Net Loss Of $632 Million For The First Quarter Of 2020,Negative,3,,,
Tax refund dollars are down so far this filing season,Negative,3,,,
10 Stocks to Sell According to Jinghua Yans TwinBeech Capital,Negative,3,,,
Adobe shares slip premarket on weaker-than-expected guidance,Negative,3,,,
BorgWarner Clocks 3% Sales Decline In Q1; Cuts FY22 Outlook,Negative,3,,,
"Bear market rallies are the new norm 'for now,' top strategist says",Negative,3,,,
Carnival Traders Are Voting With Their Feet,Negative,3,,,
"Deere stock sinks toward 15-month low as downbeat industry, supply-chain outlook trumps earnings beat",Negative,3,,,
UPDATE 1-BlackRock's Fink says clients must decide how to navigate energy transition,Negative,3,,,
Lincoln National (LNC) Down 3.7% Since Last Earnings Report: Can It Rebound?,Negative,3,,,
US investors shy away from corporate climate proposals,Negative,3,,,
"Synovus (SNV) Q1 Earnings Beat, Revenues Miss, Stock Down 3.7%",Negative,3,,,
Canadian Pacific (CP) to Pause Operations if Union Talks Fail,Negative,3,,,
Prologis (PLD) Stock Sinks As Market Gains: What You Should Know,Negative,3,,,
Why Is Amphenol (APH) Down 4.9% Since Last Earnings Report?,Negative,3,,,
Burlington Stocks Rating Gets a Cut. Inflation Is Hitting Bargain Hunters.,Negative,3,,,
Why Is Take-Two (TTWO) Down 1.4% Since Last Earnings Report?,Negative,3,,,
Old Navy CEO abruptly exits as Gap Inc. lowers quarterly forecast,Negative,3,,,
Elon Musk Takes Unusually Long Twitter Break,Negative,3,,,
Dish Network (DISH) Q1 Earnings and Revenues Miss Estimates,Negative,3,,,
"Down 18.8% in 4 Weeks, Here's Why You Should You Buy the Dip in ADM (ADM)",Negative,3,,,
3M (MMM) Stock Moves -1.86%: What You Should Know,Negative,3,,,
RenaissanceRe (RNR) Down 2% Since Q1 Earnings Miss on High Costs,Negative,3,,,
F5 Networks' Charts and Technical Indicators Turn Lower,Negative,3,,,
Ecolab (NYSE:ECL) Could Be Struggling To Allocate Capital,Negative,3,,,
Animal Cruelty? Costco Shareholders File Lawsuit Accusing It Of Abusing Birds To Offer $4.99 Rotisserie Chicken,Negative,3,,,
Earnings growth of 1.1% over 5 years hasn't been enough to translate into positive returns for DISH Network (NASDAQ:DISH) shareholders,Negative,3,,,
PPL Corporation's (NYSE:PPL) Has Been On A Rise But Financial Prospects Look Weak: Is The Stock Overpriced?,Negative,3,,,
Salesforce.com (CRM) Down 3.1% Since Last Earnings Report: Can It Rebound?,Negative,3,,,
Lincoln National (LNC) Down 3.6% Since Last Earnings Report: Can It Rebound?,Negative,3,,,
Wall Street Banks Pulls Back From Middle East SPACs on SEC Clampdown,Negative,3,,,
Altria (MO) Dips More Than Broader Markets: What You Should Know,Negative,3,,,
"Where to Invest $10,000 in a Bear Market",Negative,3,,,
10 Stocks Getting Crushed by Global Supply Chain Crisis,Negative,3,,,
Travelers (TRV) Stock Sinks As Market Gains: What You Should Know,Negative,3,,,
Etsy (ETSY) Down 4% Since Last Earnings Report: Can It Rebound?,Negative,3,,,
"AT&T, Verizon Raise Prices and Test Consumer Budgets",Negative,3,,,
Advance Auto Parts (AAP) Down 4.7% Since Last Earnings Report: Can It Rebound?,Negative,3,,,
Newmont Corporation (NEM) Stock Sinks As Market Gains: What You Should Know,Negative,3,,,
Is the Housing Market Flashing Warning Signs for Weyerhaeuser?,Negative,3,,,
Unum (UNM) Misses Q3 Earnings Estimates,Negative,3,,,
Consumer-Staples Stocks Are Bright Spot in Bleak Market,Negative,3,,,
"BofA (BAC) to Gain From Rising Rates, Fee Income Growth a Woe",Negative,3,,,
Earnings Preview: Martin Marietta (MLM) Q3 Earnings Expected to Decline,Negative,3,,,
Broadcoms $69bn VMware deal set for lengthy EU antitrust investigation,Negative,3,,,
Dow Inc. (DOW) Dips More Than Broader Markets: What You Should Know,Negative,3,,,
CDC lowers COVID-19 risk assessment for cruise ships,Negative,3,,,
PulteGroup (PHM) Stock Moves -0.41%: What You Should Know,Negative,3,,,
EV-Truck Startup Electric Last Mile Says It Plans to Liquidate,Negative,3,,,
Skyworks Solutions Continues in a Downtrend,Negative,3,,,
Corning Incorporated (NYSE:GLW) Shares Could Be 40% Below Their Intrinsic Value Estimate,Negative,3,,,
